week,seller_name,title, price ,review_count,ratings,listings,total,sov
1/22/2024,Best Buy,Focusrite Scarlett Solo 4th Gen USB Audio Interface,$139.99 ,248,4.8,4,70,6%
1/22/2024,Sweetwater,Focusrite Scarlett Solo 4th Gen USB Audio Interface,$139.99 ,248,4.8,1,70,1%
1/22/2024,Temu,"LMBGM CT60X Audio Mixer High Quality 6 Channel Digital Professional Sound USB With Echo Aux Mp3 USB For Microphone Equipment,Temu",$79.89 ,,,1,1,100%
1/22/2024,Sweetwater,M-Audio AIR 192|4 Vocal Studio Pro Complete Vocal Production Package,$219.00 ,77,4.8,1,1,100%
1/22/2024,ProSound & Stage Lighting,M-Audio M-Track USB Audio Interface,$100.00 ,55,4.2,2,2,100%
1/22/2024,Sweetwater,MOTU M2 2x2 USB-C Audio Interface,$199.95 ,424,4.8,4,28,14%
1/22/2024,Sweetwater,MOTU M2 2x2 USB-C Audio Interface,$199.95 ,425,4.8,12,28,43%
1/22/2024,Amazon.com,MOTU M2 2x2 USB-C Audio Interface,$199.95 ,,,9,28,32%
1/22/2024,Sweetwater,MOTU M2 2x2 USB-C Audio Interface,$199.95 ,428,4.8,3,28,11%
1/22/2024,Amazon.com - Seller,MOTU M4 USB-C Audio Interface,$269.95 ,341,4.7,22,24,92%
1/22/2024,Sweetwater,MOTU M4 USB-C Audio Interface,$269.95 ,341,4.7,1,24,4%
1/22/2024,Target,MOTU M4 USB-C Audio Interface,$269.95 ,341,4.7,1,24,4%
1/22/2024,B&H Photo-Video-Audio,"MOTU M4 USB-C Audio-MIDI Interface with Musicians, Bus Powered / Mac, 2",$269.95 ,,,1,1,100%
1/22/2024,Rockville Audio,PRESONUS AudioBox 96 Studio Ultimate BK Interface+Headphones+Mic+Monitors+Shield,$274.99 ,,,1,1,100%
1/22/2024,Amazon.com,"Podcast Equipment Bundle USB Audio Interface with Mixer & Vocal Effects, Multi-Channel Sound Board Voice Changer, Studio All-in-one XLR DJ Mixer for",$159.99 ,,,8,8,100%
1/22/2024,Temu,"Professional Audio Mixer, Podcast Equipment Kit With Stand Condenser Microphone For PC, Laptop, Smartphone, Game Recording, Streaming Podcast,Video",$24.98 ,,,3,6,50%
1/22/2024,Temu,"Professional Audio Mixer, Podcast Equipment Kit With Stand Condenser Microphone For PC, Laptop, Smartphone, Game Recording, Streaming Podcast,Video",$15.70 ,,,1,6,17%
1/22/2024,Temu,"Professional Audio Mixer, Podcast Equipment Kit With Stand Condenser Microphone For PC, Laptop, Smartphone, Game Recording, Streaming Podcast,Video",$24.97 ,,,2,6,33%
1/22/2024,Shure,Shure MVi Digital Audio Interface,$79.00 ,31,4.7,10,28,36%
1/22/2024,Shure,Shure MVi Digital Audio Interface,$79.00 ,32,4.8,18,28,64%
1/22/2024,Guitar Center,Sterling Audio Harmony H224 USB Audio Interface,$79.99 ,59,4.6,26,32,81%
1/22/2024,Guitar Center,Sterling Audio Harmony H224 USB Audio Interface,$79.99 ,60,4.6,5,32,16%
1/22/2024,Guitar Center,Sterling Audio Harmony H224 USB Audio Interface,$79.99 ,,,1,32,3%
1/22/2024,Amazon.com - Seller,"USB C Audio Interface 24Bit/192kHz for Recording Podcasting and Streaming, 48V Phantom Power, Plug and Play",$89.99 ,,,2,2,100%
1/22/2024,eBay - pixelproaudio,Universal Audio Volt 1 USB-C Audio Interface Bundle XLR Cable,$159.00 ,,,2,2,100%
1/22/2024,Sweetwater,Universal Audio Volt-1 USB Audio Interface,$139.00 ,41,4.9,8,50,16%
1/22/2024,Sweetwater,Universal Audio Volt-1 USB Audio Interface,$139.00 ,42,4.9,36,50,72%
1/22/2024,Amazon.com - Seller,Universal Audio Volt-1 USB Audio Interface,$139.00 ,42,4.9,1,50,2%
1/22/2024,Sweetwater,Universal Audio Volt-1 USB Audio Interface,$139.00 ,44,4.9,5,50,10%
1/22/2024,Amazon.com,Universal Audio Volt-4 USB Audio Interface,$256.14 ,10,4.8,10,43,23%
1/22/2024,Sweetwater,Universal Audio Volt-4 USB Audio Interface,$259.00 ,10,4.8,16,43,37%
1/22/2024,eBay - vintagekingaudio,Universal Audio Volt-4 USB Audio Interface,$259.00 ,10,4.8,1,43,2%
1/22/2024,Amazon.com,Universal Audio Volt-4 USB Audio Interface,$259.00 ,10,4.8,16,43,37%
1/22/2024,Walmart,"Usb Audio Interface with Mixer & Vocal Effects, tenlamp G10 Multi-Channel Sound Mixer Board Voice Changer, All-in-one XLR Studio DJ Mixer Equipment",$150.99 ,,,4,4,100%
1/22/2024,Amazon.com,console audio mixer usb mixer Other shooting accessories 2 Channels Audio Mixer USB 48V Phantom Power Compact Sound Mixing Console for Music,$31.70 ,,,2,2,100%
1/22/2024,Amazon.com,4 Channel Audio Interface Dj Mixer XLR & 1/4‘’ Audio Jack Input For Guitar/Wireless/Wired Mic Usb Bluetooth Audio Mixer With Stereo Eq-7 Bands And,$45.99 ,,,11,11,100%
1/22/2024,Amazon.com - Seller,Audient iD14 MKII USB Audio Interface,$288.90 ,225,4.8,1,12,8%
1/22/2024,Amazon.com - Seller,Audient iD14 MKII USB Audio Interface,$289.99 ,234,4.8,9,12,75%
1/22/2024,Sweetwater,Audient iD14 MKII USB Audio Interface,$299.00 ,234,4.8,1,12,8%
1/22/2024,Amazon.com - Seller,Audient iD14 MKII USB Audio Interface,$288.90 ,234,4.8,1,12,8%
1/22/2024,Amazon.com - Seller,Audient iD4,$199.99 ,171,4.9,2,2,100%
1/22/2024,Sweetwater,Behringer Studio XL Monitor Controller,$269.00 ,4,4.5,2,2,100%
1/22/2024,Reverb,Behringer U-Phono UFO202,$50.19 ,224,4.5,1,1,100%
1/22/2024,Adorama,Behringer U-phoria Umc404hd USB Audio Interface,$199.99 ,45,4.6,1,4,25%
1/22/2024,Adorama,Behringer U-phoria Umc404hd USB Audio Interface,$210.98 ,44,4.7,1,4,25%
1/22/2024,Adorama,Behringer U-phoria Umc404hd USB Audio Interface,$210.98 ,45,4.6,2,4,50%
1/22/2024,B&H Photo-Video-Audio,CAD CX2 Connect II 2x2 USB Audio Interface,$65.35 ,2,5,2,2,100%
1/22/2024,Sweetwater,Focusrite Scarlett 18i8 USB Audio Interface,$359.99 ,424,4.8,6,58,10%
1/22/2024,Amazon.com,Focusrite Scarlett 18i8 USB Audio Interface,$359.97 ,463,4.8,5,58,9%
1/22/2024,Sweetwater,Focusrite Scarlett 18i8 USB Audio Interface,$359.99 ,435,4.7,27,58,47%
1/22/2024,Amazon.com,Focusrite Scarlett 18i8 USB Audio Interface,$359.99 ,435,4.7,7,58,12%
1/22/2024,Guitar Center,Focusrite Scarlett 18i8 USB Audio Interface,$359.99 ,424,4.8,3,58,5%
1/22/2024,Guitar Center,Focusrite Scarlett 18i8 USB Audio Interface,$359.99 ,463,4.8,2,58,3%
1/22/2024,Guitar Center,Focusrite Scarlett 18i8 USB Audio Interface,$359.99 ,435,4.7,8,58,14%
1/22/2024,Adorama,Focusrite Scarlett 2I2 4Th Gen Usb Interface With Software Suite,$199.99 ,280,4.8,1,1,100%
1/22/2024,idjnow,Focusrite Scarlett 2i2 USB Audio Interface,$276.40 ,670,4.7,5,13,39%
1/22/2024,idjnow,Focusrite Scarlett 2i2 USB Audio Interface,$276.40 ,509,4.6,2,13,15%
1/22/2024,eBay - focuscamera,Focusrite Scarlett 2i2 USB Audio Interface,$329.99 ,670,4.7,5,13,39%
1/22/2024,eBay - focuscamera,Focusrite Scarlett 2i2 USB Audio Interface,$329.99 ,509,4.6,1,13,8%
1/22/2024,Woodwind & Brasswind,Focusrite Scarlett 8i6 USB Audio Interface (Gen 3) by Woodwind & Brasswind,$249.99 ,492,4.8,1,1,100%
1/22/2024,Woodwind & Brasswind,Focusrite Scarlett Solo USB-C Audio Interface (Gen 4) by Woodwind & Brasswind,$139.99 ,249,4.8,3,3,100%
1/22/2024,B&H Photo-Video-Audio,Godox AI2C 2-Channel Audio Interface,$99.00 ,,,4,9,44%
1/22/2024,B&H Photo-Video-Audio,Godox AI2C 2-Channel Audio Interface,$129.00 ,,,5,9,56%
1/22/2024,Amazon.com,"M-Audio AIR 192x6 USB C MIDI Audio Interface for Recording, Podcasting, Streaming, Studio Quality Sound, 2 XLR in and Music Production Software",$166.75 ,,,1,3,33%
1/22/2024,Amazon.com,"M-Audio AIR 192x6 USB C MIDI Audio Interface for Recording, Podcasting, Streaming, Studio Quality Sound, 2 XLR in and Music Production Software",$145.00 ,,,2,3,67%
1/22/2024,Walmart - Bird Brains Music,M-Audio M-Track Duo USB Audio Interface,$69.00 ,117,4.4,2,65,3%
1/22/2024,Target,M-Audio M-Track Duo USB Audio Interface,$69.00 ,118,4.4,12,65,19%
1/22/2024,Amazon.com - Seller,M-Audio M-Track Duo USB Audio Interface,$69.00 ,118,4.4,7,65,11%
1/22/2024,Sweetwater,M-Audio M-Track Duo USB Audio Interface,$69.00 ,118,4.4,1,65,2%
1/22/2024,Walmart - Bird Brains Music,M-Audio M-Track Duo USB Audio Interface,$69.00 ,112,4.4,4,65,6%
1/22/2024,Amazon.com - Seller,M-Audio M-Track Duo USB Audio Interface,$69.00 ,117,4.4,4,65,6%
1/22/2024,Walmart - Bird Brains Music,M-Audio M-Track Duo USB Audio Interface,$69.00 ,118,4.4,9,65,14%
1/22/2024,Sweetwater,M-Audio M-Track Duo USB Audio Interface,$69.00 ,112,4.4,1,65,2%
1/22/2024,B&H Photo-Video-Audio,M-Audio M-Track Duo USB Audio Interface,$69.00 ,118,4.4,16,65,25%
1/22/2024,Sweetwater,M-Audio M-Track Duo USB Audio Interface,$69.00 ,117,4.4,2,65,3%
1/22/2024,B&H Photo-Video-Audio,M-Audio M-Track Duo USB Audio Interface,$69.00 ,117,4.4,2,65,3%
1/22/2024,B&H Photo-Video-Audio,M-Audio M-Track Duo USB Audio Interface,$69.00 ,112,4.4,5,65,8%
1/22/2024,Walmart,M-Audio USB Audio Interface M-Track Solo,$49.00 ,148,4.5,2,59,3%
1/22/2024,Sweetwater,M-Audio USB Audio Interface M-Track Solo,$49.00 ,150,4.5,27,59,46%
1/22/2024,Amazon.com,M-Audio USB Audio Interface M-Track Solo,$49.00 ,146,4.5,2,59,3%
1/22/2024,Target,M-Audio USB Audio Interface M-Track Solo,$49.00 ,150,4.5,8,59,14%
1/22/2024,Sweetwater,M-Audio USB Audio Interface M-Track Solo,$49.00 ,146,4.5,2,59,3%
1/22/2024,Amazon.com,M-Audio USB Audio Interface M-Track Solo,$49.00 ,150,4.5,8,59,14%
1/22/2024,Sweetwater,M-Audio USB Audio Interface M-Track Solo,$49.00 ,148,4.5,3,59,5%
1/22/2024,guitarcenter.com,M-Audio USB Audio Interface M-Track Solo,$49.00 ,148,4.5,3,59,5%
1/22/2024,Guitar Center,M-Audio USB Audio Interface M-Track Solo,$49.00 ,150,4.5,1,59,2%
1/22/2024,Target,M-Audio USB Audio Interface M-Track Solo,$49.00 ,146,4.5,2,59,3%
1/22/2024,Walmart,M-Audio USB Audio Interface M-Track Solo,$49.00 ,146,4.5,1,59,2%
1/22/2024,Target,MOTU M2 USB Audio Interface,$199.95 ,428,4.8,3,52,6%
1/22/2024,Amazon.com - Seller,MOTU M2 USB Audio Interface,$199.95 ,428,4.8,1,52,2%
1/22/2024,Target,MOTU M2 USB Audio Interface,$199.95 ,424,4.8,3,52,6%
1/22/2024,Target,MOTU M2 USB Audio Interface,$199.95 ,425,4.8,13,52,25%
1/22/2024,Sweetwater,MOTU M2 USB Audio Interface,$199.95 ,425,4.8,20,52,39%
1/22/2024,Sweetwater,MOTU M2 USB Audio Interface,$199.95 ,424,4.8,5,52,10%
1/22/2024,B&H Photo-Video-Audio,MOTU M2 USB Audio Interface,$199.95 ,425,4.8,2,52,4%
1/22/2024,Amazon.com - Seller,MOTU M2 USB Audio Interface,$199.95 ,425,4.8,5,52,10%
1/22/2024,B&H Photo-Video-Audio,"MOTU M2 USB-C Audio/MIDI Interface with Musicians, Bus Powered / Mac, 2 Mic / Line / Hi-Z",$199.95 ,425,4.8,1,1,100%
1/22/2024,Amazon.com - Seller,Mackie Onyx Producer 2.2 2x2 USB Midi Recording Studio,$94.99 ,53,4.5,1,1,100%
1/22/2024,Amazon.com,Native Instruments Komplete Audio 1 USB Audio Interface,$89.00 ,163,4.7,2,5,40%
1/22/2024,Amazon.com,Native Instruments Komplete Audio 1 USB Audio Interface,$89.00 ,164,4.7,1,5,20%
1/22/2024,Sweetwater,Native Instruments Komplete Audio 1 USB Audio Interface,$89.00 ,161,4.7,1,5,20%
1/22/2024,Sweetwater,Native Instruments Komplete Audio 1 USB Audio Interface,$89.00 ,163,4.7,1,5,20%
1/22/2024,Reverb,NuX Pocket Port,$89.99 ,,,1,1,100%
1/22/2024,B&H Photo-Video-Audio,Polsen XLR-USB-48,$29.99 ,31,4,1,1,100%
1/22/2024,Amazon.com,PreSonus Revelator io24 USB-C Audio Interface,$99.99 ,28,4.8,3,23,13%
1/22/2024,Amazon.com,PreSonus Revelator io24 USB-C Audio Interface,$99.99 ,25,4.8,19,23,83%
1/22/2024,Sweetwater,PreSonus Revelator io24 USB-C Audio Interface,$99.99 ,25,4.8,1,23,4%
1/22/2024,Best Buy,PreSonus Studio 1810c USB-C Audio Interface,$399.99 ,58,4.8,2,6,33%
1/22/2024,Sweetwater,PreSonus Studio 1810c USB-C Audio Interface,$399.99 ,58,4.8,4,6,67%
1/22/2024,Temu,"Professional Audio Mixer, Audio Interface Podcast Equipment Caster-All In One With DJ Mixer Effects And Voice Changer,Podcast Production Studio",$15.71 ,,,1,1,100%
1/22/2024,Shein,"Professional Audio Mixer,Audio Interface With DJ Mixer Live Sound Card Effects And Voice Changer,48V Phantom Power Stereo DJ Studio Streaming,Prefect",$24.99 ,,,1,1,100%
1/22/2024,Temu,"Q12 2 Channels Professional Portable Audio Interface Sound Card Console Mini USB MIXER For Guitar Recording Studio Singing,Temu",$21.35 ,,,4,13,31%
1/22/2024,Temu,"Q12 2 Channels Professional Portable Audio Interface Sound Card Console Mini USB MIXER For Guitar Recording Studio Singing,Temu",$19.78 ,,,9,13,69%
1/22/2024,Rockville Audio,"Rockville RockMix 5 Channel Pro Mixer w/USB Interface, Bluetooth, Echo, EQ",$59.95 ,19,4.7,1,1,100%
1/22/2024,Amazon.com,"Shure MVX2U XLR-to-USB Digital Interface with Headphone Jack, Integrated Pre-amp with 60dB Gain Control, Zero-Latency Monitoring, 48V Phantom Power,",$129.00 ,,,5,5,100%
1/22/2024,zZounds,"TASCAM US-42 MiniStudio Creator USB Audio Interface, Black",$87.95 ,32,4.5,1,1,100%
1/22/2024,Amazon.com,Tascam MiNiSTUDIO Creator US-42B USB Audio Interface,$79.00 ,32,4.5,1,10,10%
1/22/2024,B&H Photo-Video-Audio,Tascam MiNiSTUDIO Creator US-42B USB Audio Interface,$79.00 ,31,4.5,5,10,50%
1/22/2024,B&H Photo-Video-Audio,Tascam MiNiSTUDIO Creator US-42B USB Audio Interface,$79.00 ,32,4.5,4,10,40%
1/22/2024,Target,Tascam US-16x8 USB 2.0 Audio Interface,$399.00 ,237,4.4,4,41,10%
1/22/2024,Amazon.com,Tascam US-16x8 USB 2.0 Audio Interface,$360.92 ,237,4.4,27,41,66%
1/22/2024,Sweetwater,Tascam US-16x8 USB 2.0 Audio Interface,$372.00 ,237,4.4,7,41,17%
1/22/2024,guitarcenter.com,Tascam US-16x8 USB 2.0 Audio Interface,$360.92 ,237,4.4,3,41,7%
1/22/2024,Best Buy,Tascam US-1X2HR USB Audio Interface,$119.00 ,29,4.9,9,11,82%
1/22/2024,Best Buy,Tascam US-1X2HR USB Audio Interface,$119.00 ,57,4.8,2,11,18%
1/22/2024,Amazon.com - Seller,USB Audio Interface 24Bit/192kHz for Recording Podcasting and Streaming,$89.99 ,,,9,9,100%
1/22/2024,Amazon.com,Zoom AMS-22 2x2 USB Audio Interface,$79.99 ,4,4.8,4,6,67%
1/22/2024,B&H Photo-Video-Audio,Zoom AMS-22 2x2 USB Audio Interface,$79.99 ,4,4.8,1,6,17%
1/22/2024,Sweetwater,Zoom AMS-22 2x2 USB Audio Interface,$79.99 ,4,4.8,1,6,17%
1/22/2024,Amazon.com - Seller,midiplus Smartface USB Audio interface,$29.90 ,1,5,2,2,100%
1/22/2024,Best Buy,Apogee BOOM 2x2 USB Audio Interface,$249.99 ,20,4.6,6,7,86%
1/22/2024,Amazon.com - Seller,Apogee BOOM 2x2 USB Audio Interface,$249.00 ,12,4.5,1,7,14%
1/22/2024,B&H Photo-Video-Audio,Audient Evo 4,$129.99 ,180,4.7,5,12,42%
1/22/2024,Sweetwater,Audient Evo 4,$129.00 ,180,4.7,3,12,25%
1/22/2024,Amazon.com - Seller,Audient Evo 4,$129.00 ,180,4.7,2,12,17%
1/22/2024,Sweetwater,Audient Evo 4,$129.00 ,210,4.7,2,12,17%
1/22/2024,Sweetwater,Audient iD4 MKII USB-C Audio Interface,$199.00 ,191,4.8,1,3,33%
1/22/2024,Sweetwater,Audient iD4 MKII USB-C Audio Interface,$199.00 ,188,4.8,2,3,67%
1/22/2024,Amazon.com,Audio Interface 6 Channel Sound Board Mixing Console 16-Bit DSP DJ Mixer Audio Reverb Effect +48V Phantom Bluetooth Studio Audio Mixer For Karaoke,$61.59 ,,,1,1,100%
1/22/2024,Sweetwater,Behringer Pro Mixer DJX900USB 4-channel DJ Mixer,$299.00 ,110,4.4,1,1,100%
1/22/2024,Sweetwater,Behringer U-Phoria UMC204HD USB Audio Interface,$119.00 ,782,4.8,16,25,64%
1/22/2024,Amazon.com,Behringer U-Phoria UMC204HD USB Audio Interface,$119.00 ,787,4.8,1,25,4%
1/22/2024,Sweetwater,Behringer U-Phoria UMC204HD USB Audio Interface,$119.00 ,779,4.8,5,25,20%
1/22/2024,Amazon.com,Behringer U-Phoria UMC204HD USB Audio Interface,$119.00 ,782,4.8,1,25,4%
1/22/2024,Sweetwater,Behringer U-Phoria UMC204HD USB Audio Interface,$119.00 ,787,4.8,2,25,8%
1/22/2024,Sweetwater,Behringer U-Phoria UMC404HD USB Audio Interface,$179.00 ,591,4.7,15,22,68%
1/22/2024,Sweetwater,Behringer U-Phoria UMC404HD USB Audio Interface,$179.00 ,465,4.7,3,22,14%
1/22/2024,Sweetwater,Behringer U-Phoria UMC404HD USB Audio Interface,$179.00 ,604,4.7,3,22,14%
1/22/2024,Amazon.com,Behringer U-Phoria UMC404HD USB Audio Interface,$179.00 ,,,1,22,5%
1/22/2024,Walmart - DropAir,Behringer UCA202,$34.72 ,452,4.6,1,5,20%
1/22/2024,Walmart - DropAir,Behringer UCA202,$34.72 ,450,4.6,1,5,20%
1/22/2024,Sweetwater,Behringer UCA202,$29.00 ,452,4.6,3,5,60%
1/22/2024,Temu,"Depusheng USB 4 Channel Audio Interface(24 Bit/192 KHz) With XLR,phantom Power,Direct Monitoring,Loopback For PC Recording,Streaming,Guitarist,Temu",$63.98 ,,,1,1,100%
1/22/2024,eBay - proaudiostar,ESI HITMAKER DUO USB-C Audio Interface and Pro Tools Artist Software,$130.00 ,,,1,1,100%
1/22/2024,B&H Photo-Video-Audio,ESI MAYA44 eX 4-in / 4-Out PCIe Audio Interface,$159.00 ,22,4.7,1,1,100%
1/22/2024,Reverb,ESI U24xl USB Audio Interface,$82.81 ,35,4.6,1,5,20%
1/22/2024,B&H Photo-Video-Audio,ESI U24xl USB Audio Interface,$119.99 ,35,4.6,4,5,80%
1/22/2024,DJDeals.com,ESI U86 XT USB Audio Interface,$399.93 ,1,5,1,1,100%
1/22/2024,Amazon.com,Elgato Wave XLR,$150.99 ,190,4.7,4,33,12%
1/22/2024,Best Buy,Elgato Wave XLR,$159.99 ,188,4.6,12,33,36%
1/22/2024,Amazon.com,Elgato Wave XLR,$159.99 ,197,4.7,5,33,15%
1/22/2024,Amazon.com,Elgato Wave XLR,$159.99 ,188,4.6,10,33,30%
1/22/2024,Best Buy,Elgato Wave XLR,$159.99 ,190,4.7,1,33,3%
1/22/2024,B&H Photo-Video-Audio,Elgato Wave XLR,$159.99 ,188,4.6,1,33,3%
1/22/2024,Full Compass Systems,Focusrite SCARLETT-SOLO-STU-3G Complete Recording Bundle With Scarlett Solo USB Audio Interface,$179.99 ,,,2,2,100%
1/22/2024,Guitar Center,Focusrite Scarlett 18i8 USB Audio Interface (Gen 3),$359.99 ,435,4.7,2,4,50%
1/22/2024,Guitar Center,Focusrite Scarlett 18i8 USB Audio Interface (Gen 3),$359.99 ,463,4.8,1,4,25%
1/22/2024,Guitar Center,Focusrite Scarlett 18i8 USB Audio Interface (Gen 3),$359.99 ,424,4.8,1,4,25%
1/22/2024,AmericanMusical.com,Focusrite Scarlett Solo Gen 4 USB Audio Interface,$139.99 ,249,4.8,1,2,50%
1/22/2024,AmericanMusical.com,Focusrite Scarlett Solo Gen 4 USB Audio Interface,$125.95 ,249,4.8,1,2,50%
1/22/2024,Walmart,"Focusrite Scarlett Solo Studio 3rd Gen USB Audio Interface and Recording Bundle with Microphone, Headphones, XLR Cable, Knox Studio Stand, Shock Mount",$269.00 ,3,4,2,2,100%
1/22/2024,Music & Arts,Focusrite Scarlett Solo USB Audio Interface (Gen 3),$129.99 ,1000,4.8,1,16,6%
1/22/2024,Guitar Center,Focusrite Scarlett Solo USB Audio Interface (Gen 3),$89.99 ,1000,4.8,15,16,94%
1/22/2024,Amazon.com,"IK Multimedia iRig 2 portable guitar audio interface, lightweight audio adapter for iPhone, iPad and Android smartphones and tablets, with",$49.99 ,,,3,3,100%
1/22/2024,Temu,"Live Sound Card And Audio Interface With DJ Mixer Effects And Voice Changer,Podcast Production Studio Equipment,Temu",$23.87 ,,,3,3,100%
1/22/2024,Target,M-Audio AIR 192 USB Audio Interface,$239.00 ,167,4.6,2,25,8%
1/22/2024,Walmart - The DJ Hookup,M-Audio AIR 192 USB Audio Interface,$119.00 ,179,4.7,2,25,8%
1/22/2024,Sweetwater,M-Audio AIR 192 USB Audio Interface,$119.00 ,167,4.6,2,25,8%
1/22/2024,Target,M-Audio AIR 192 USB Audio Interface,$119.00 ,167,4.6,1,25,4%
1/22/2024,Target,M-Audio AIR 192 USB Audio Interface,$119.00 ,179,4.7,2,25,8%
1/22/2024,Amazon.com,M-Audio AIR 192 USB Audio Interface,$119.00 ,167,4.6,14,25,56%
1/22/2024,Walmart - The DJ Hookup,M-Audio AIR 192 USB Audio Interface,$119.00 ,167,4.6,2,25,8%
1/22/2024,idjnow,"M-Audio M-TRACK DUO 2-Channel USB Audio Interface with 3"" Monitors & Mackie Microphone Home Recording Package",$115.40 ,,,2,3,67%
1/22/2024,idjnow,"M-Audio M-TRACK DUO 2-Channel USB Audio Interface with 3"" Monitors & Mackie Microphone Home Recording Package",$264.40 ,2,5,1,3,33%
1/22/2024,Walmart,M-audio M-Track Solo 2-Channel USB Audio Interface,$49.00 ,150,4.5,12,16,75%
1/22/2024,Walmart,M-audio M-Track Solo 2-Channel USB Audio Interface,$49.00 ,146,4.5,2,16,13%
1/22/2024,Walmart,M-audio M-Track Solo 2-Channel USB Audio Interface,$49.00 ,148,4.5,2,16,13%
1/22/2024,Amazon.com,"MAONO Podcast Equipment Bundle Audio mixer All-in-One Podcast Production Studio with 3.5mm Microphone for Live Streaming, Podcast Recording, PC,",$119.99 ,,,2,2,100%
1/22/2024,Amazon.com - Seller,MOTU M6 USB-C Audio Interface,$399.95 ,13,4.7,2,20,10%
1/22/2024,Amazon.com - Seller,MOTU M6 USB-C Audio Interface,$399.95 ,12,4.7,3,20,15%
1/22/2024,Sweetwater,MOTU M6 USB-C Audio Interface,$399.95 ,12,4.7,15,20,75%
1/22/2024,Amazon.com - Seller,Mackie Onyx Artist 12 Audio Interface (2048740-00),$59.95 ,84,4.4,4,41,10%
1/22/2024,Amazon.com - Seller,Mackie Onyx Artist 12 Audio Interface (2048740-00),$59.95 ,85,4.4,19,41,46%
1/22/2024,Amazon.com - Seller,Mackie Onyx Artist 12 Audio Interface (2048740-00),$56.64 ,85,4.4,2,41,5%
1/22/2024,Mackie,Mackie Onyx Artist 12 Audio Interface (2048740-00),$179.99 ,85,4.4,3,41,7%
1/22/2024,Sweetwater,Mackie Onyx Artist 12 Audio Interface (2048740-00),$89.99 ,85,4.4,3,41,7%
1/22/2024,Mackie,Mackie Onyx Artist 12 Audio Interface (2048740-00),$129.99 ,85,4.4,8,41,20%
1/22/2024,Amazon.com - Seller,Mackie Onyx Artist 12 Audio Interface (2048740-00),$69.00 ,85,4.4,1,41,2%
1/22/2024,Sweetwater,Mackie Onyx Artist 12 Audio Interface (2048740-00),$89.99 ,84,4.4,1,41,2%
1/22/2024,Amazon.com - Seller,Motu M2 2x2 Usb-c Audio Interface with XLR-XLR Cable Bundle,$199.95 ,368,4.8,3,7,43%
1/22/2024,Amazon.com - Seller,Motu M2 2x2 Usb-c Audio Interface with XLR-XLR Cable Bundle,$199.95 ,425,4.8,4,7,57%
1/22/2024,Amazon.com - Seller,Native Instruments Komplete Audio 6 MK2 Audio Interface,$179.00 ,192,4.6,1,6,17%
1/22/2024,Sweetwater,Native Instruments Komplete Audio 6 MK2 Audio Interface,$179.00 ,191,4.6,3,6,50%
1/22/2024,Amazon.com - Seller,Native Instruments Komplete Audio 6 MK2 Audio Interface,$179.00 ,191,4.6,1,6,17%
1/22/2024,Target,Native Instruments Komplete Audio 6 MK2 Audio Interface,$249.00 ,191,4.6,1,6,17%
1/22/2024,Sweetwater,Native Instruments Komplete Audio 6 Mk2 USB Audio Interface,$179.00 ,192,4.6,2,5,40%
1/22/2024,Sweetwater,Native Instruments Komplete Audio 6 Mk2 USB Audio Interface,$179.00 ,191,4.6,3,5,60%
1/22/2024,Amazon.com,"Numark DJ2GO2 Touch – Compact 2 Deck USB DJ Controller For Serato DJ with a Mixer / Crossfader, Audio Interface and Touch Capacitive Jog Wheels",$89.00 ,,,7,7,100%
1/22/2024,Amazon.com - Seller,PreSonus AudioBox 96 USB,$99.95 ,563,4.5,11,52,21%
1/22/2024,rocknrollrentals.com,PreSonus AudioBox 96 USB,$50.00 ,535,4.6,6,52,12%
1/22/2024,Amazon.com,PreSonus AudioBox 96 USB,$99.99 ,406,4.5,1,52,2%
1/22/2024,Amazon.com,PreSonus AudioBox 96 USB,$99.99 ,535,4.6,1,52,2%
1/22/2024,Amazon.com - Seller,PreSonus AudioBox 96 USB,$99.95 ,408,4.7,3,52,6%
1/22/2024,rocknrollrentals.com,PreSonus AudioBox 96 USB,$50.00 ,563,4.5,15,52,29%
1/22/2024,Amazon.com,PreSonus AudioBox 96 USB,$99.99 ,563,4.5,9,52,17%
1/22/2024,sweetwater.com,PreSonus AudioBox 96 USB,$99.99 ,563,4.5,3,52,6%
1/22/2024,sweetwater.com,PreSonus AudioBox 96 USB,$99.99 ,408,4.7,1,52,2%
1/22/2024,Walmart - Audiosavings,PreSonus AudioBox 96 USB,$99.95 ,408,4.7,1,52,2%
1/22/2024,Sweetwater,PreSonus AudioBox 96 USB,$99.99 ,563,4.5,1,52,2%
1/22/2024,Adorama,Presonus Revelator Io24 Bus Powered Usb-C Audio Interface,$99.99 ,25,4.8,1,1,100%
1/22/2024,Amazon.com,"Professional Audio Mixer, SINWE Live Sound Card and Audio Interface with DJ Mixer Effects and Voice Changer,Podcast Production Studio Equipment,",$39.99 ,,,3,3,100%
1/22/2024,Sam Ash,Audiobox 96 Usb Audio Interface 25Th Anniversary Edition,$99.99 ,,,1,1,100%
1/22/2024,Amazon.com,BEACN Mix Create Audio Controller | Windows & MacOS USB C Audio Mixer for Content Creators | Volume Control for Twitch and YouTube Streams | Content,$199.99 ,,,1,2,50%
1/22/2024,Amazon.com,BEACN Mix Create Audio Controller | Windows & MacOS USB C Audio Mixer for Content Creators | Volume Control for Twitch and YouTube Streams | Content,$149.99 ,,,1,2,50%
